id,peso,beneficio
2129,48,61
2130,477,613
2131,402,517
2132,156,200
2133,389,500
2134,490,630
2135,57,73
2136,304,391
2137,216,277
2138,64,82
2139,327,420
2140,452,581
2141,209,268
2142,469,603
2143,119,152
2144,89,114
2145,35,44
2146,295,379
2147,402,516
2148,223,286
2149,144,185
2150,127,163
2151,402,516
2152,58,74
2153,158,202
2154,435,558
2155,281,360
2156,268,344
2157,70,89
2158,495,635
2159,227,291
2160,180,231
2161,307,394
2162,426,546
2163,155,198
2164,115,147
2165,10,12
2166,436,559
2167,464,595
2168,208,266
2169,169,216
2170,121,155
2171,141,180
2172,141,180
2173,354,454
2174,454,582
2175,319,409
2176,266,341
2177,403,516
2178,197,252
2179,194,248
2180,479,614
2181,420,538
2182,491,629
2183,459,588
2184,90,115
2185,247,316
2186,394,504
2187,166,212
2188,144,184
2189,186,238
2190,189,242
2191,107,137
2192,228,292
2193,302,386
2194,189,242
2195,115,147
2196,446,571
2197,129,165
2198,114,145
2199,475,608
2200,305,390
2201,410,524
2202,463,592
2203,243,310
2204,173,221
2205,406,519
2206,76,97
2207,23,29
2208,385,492
2209,325,415
2210,336,429
2211,467,597
2212,259,331
2213,346,442
2214,426,544
2215,124,158
2216,226,288
2217,499,637
2218,327,417
2219,440,562
2220,181,231
2221,246,314
2222,227,290
2223,226,288
2224,423,540
2225,321,410
2226,409,522
2227,104,132
2228,94,120
2229,299,381
2230,205,261
2231,227,289
2232,300,383
2233,372,474
2234,367,468
2235,190,242
2236,284,362
2237,180,229
2238,285,363
2239,280,357
2240,66,84
2241,458,584
2242,323,412
2243,360,459
2244,352,449
2245,283,360
2246,151,192
2247,320,408
2248,173,220
2249,231,294
2250,386,492
2251,251,319
2252,56,71
2253,428,545
2254,342,435
2255,370,471
2256,27,34
2257,88,112
2258,402,512
2259,411,523
2260,100,127
2261,334,425
2262,465,592
2263,364,463
2264,180,229
2265,305,388
2266,408,519
2267,276,351
2268,271,345
2269,299,380
2270,190,241
2271,228,290
2272,93,118
2273,461,586
2274,51,64
2275,442,562
2276,325,413
2277,475,604
2278,348,442
2279,223,283
2280,356,452
2281,126,160
2282,99,125
2283,235,298
2284,396,503
2285,433,550
2286,289,367
2287,185,235
2288,186,236
2289,247,313
2290,490,622
2291,42,53
2292,313,397
2293,247,313
2294,101,128
2295,395,501
2296,290,368
2297,234,297
2298,186,236
2299,356,452
2300,441,560
2301,255,323
2302,318,403
2303,21,26
2304,453,575
2305,75,95
2306,268,340
2307,203,257
2308,88,111
2309,137,173
2310,185,234
2311,56,71
2312,155,196
2313,155,196
2314,34,43
2315,151,191
2316,199,252
2317,210,266
2318,261,331
2319,333,422
2320,122,154
2321,440,557
2322,134,169
2323,216,273
2324,197,249
2325,441,558
2326,231,292
2327,479,607
2328,375,475
2329,413,523
2330,177,224
2331,209,264
2332,299,378
2333,90,114
2334,464,587
2335,21,26
2336,166,210
2337,314,397
2338,168,212
2339,164,207
2340,242,306
2341,382,483
2342,349,441
2343,465,588
2344,235,297
2345,277,350
2346,51,64
2347,66,83
2348,463,585
2349,489,618
2350,346,437
2351,256,323
2352,85,107
2353,324,409
2354,350,442
2355,161,203
2356,181,228
2357,459,580
2358,253,319
2359,114,144
2360,241,304
2361,285,360
2362,456,576
2363,491,620
2364,142,179
2365,181,228
2366,370,467
2367,170,214
2368,271,342
2369,382,482
2370,62,78
2371,73,92
2372,472,596
2373,454,573
2374,195,246
2375,242,305
2376,373,470
2377,163,205
2378,171,215
2379,359,453
2380,161,203
2381,290,365
2382,128,161
2383,166,209
2384,467,589
2385,181,228
2386,16,20
2387,309,389
2388,299,377
2389,293,369
2390,331,417
2391,486,612
2392,186,234
2393,307,387
2394,160,201
2395,342,431
2396,397,500
2397,388,488
2398,208,262
2399,48,60
2400,151,190
2401,448,564
2402,222,279
2403,248,312
2404,125,157
2405,125,157
2406,261,328
2407,408,513
2408,405,509
2409,70,88
2410,410,516
2411,17,21
2412,445,560
2413,464,584
2414,402,505
2415,214,269
2416,279,351
2417,475,597
2418,356,447
2419,458,576
2420,52,65
2421,192,241
2422,14,17
2423,82,103
2424,462,581
2425,48,60
2426,94,118
2427,192,241
2428,255,320
2429,261,328
2430,390,490
2431,249,312
2432,334,419
2433,282,354
2434,133,167
2435,438,550
2436,466,585
2437,93,116
2438,166,208
2439,208,261
2440,172,216
2441,223,280
2442,153,192
2443,87,109
2444,22,27
2445,42,52
2446,202,253
2447,319,400
2448,129,161
2449,363,455
2450,361,453
2451,379,475
2452,196,245
2453,208,260
2454,441,553
2455,424,531
2456,147,184
2457,197,247
2458,385,482
2459,367,460
2460,339,425
2461,202,253
2462,40,50
2463,283,354
2464,193,241
2465,458,574
2466,452,566
2467,380,476
2468,269,337
2469,239,299
2470,128,160
2471,191,239
2472,96,120
2473,51,63
2474,392,491
2475,371,464
2476,386,483
2477,141,176
2478,458,573
2479,261,326
2480,26,32
2481,160,200
2482,245,306
2483,197,246
2484,296,370
2485,194,242
2486,490,613
2487,23,28
2488,498,623
2489,472,590
2490,141,176
2491,222,277
2492,123,153
2493,148,185
2494,26,32
2495,51,63
2496,135,168
2497,478,597
2498,252,315
2499,218,272
2500,382,477
2501,242,302
2502,393,491
2503,477,596
2504,363,453
2505,244,304
2506,423,528
2507,365,455
2508,310,387
2509,306,382
2510,346,432
2511,440,549
2512,226,282
2513,202,252
2514,264,329
2515,143,178
2516,132,164
2517,353,440
2518,285,355
2519,15,18
2520,109,136
2521,105,131
2522,253,315
2523,472,588
2524,470,586
2525,418,521
2526,60,74
2527,141,175
2528,491,612
2529,88,109
2530,271,337
2531,484,603
2532,209,260
2533,216,269
2534,243,302
2535,95,118
2536,214,266
2537,137,170
2538,313,390
2539,294,366
2540,16,19
2541,458,570
2542,41,51
2543,399,497
2544,184,229
2545,388,483
2546,314,391
2547,339,422
2548,355,442
2549,387,481
2550,219,272
2551,167,207
2552,56,69
2553,361,449
2554,494,614
2555,129,160
2556,99,123
2557,205,255
2558,14,17
2559,283,352
2560,337,419
2561,431,536
2562,361,449
2563,185,230
2564,233,289
2565,216,268
2566,94,116
2567,18,22
2568,159,197
2569,279,346
2570,180,223
2571,73,90
2572,14,17
2573,136,169
2574,296,367
2575,301,373
2576,289,359
2577,394,489
2578,378,469
2579,211,262
2580,186,231
2581,157,194
2582,293,363
2583,86,106
2584,395,490
2585,167,207
2586,95,117
2587,263,326
2588,212,263
2589,329,408
2590,334,414
2591,488,605
2592,249,308
2593,189,234
2594,466,578
2595,275,341
2596,129,160
2597,74,91
2598,477,591
2599,485,601
2600,159,197
2601,398,493
2602,111,137
2603,260,322
2604,409,506
2605,395,489
2606,82,101
2607,381,472
2608,78,96
2609,452,560
2610,257,318
2611,183,226
2612,337,417
2613,102,126
2614,412,510
2615,488,604
2616,452,559
2617,437,541
2618,283,350
2619,221,273
2620,185,229
2621,356,440
2622,468,579
2623,388,480
2624,323,399
2625,398,492
2626,291,360
2627,423,523
2628,242,299
2629,363,449
2630,111,137
2631,259,320
2632,212,262
2633,350,432
2634,357,441
2635,33,40
2636,199,246
2637,128,158
2638,476,588
2639,442,546
2640,264,326
2641,456,563
2642,285,352
2643,26,32
2644,41,50
2645,149,184
2646,465,574
2647,176,217
2648,229,282
2649,20,24
2650,456,563
2651,211,260
2652,317,391
2653,203,250
2654,470,580
2655,418,516
2656,77,95
2657,278,343
2658,492,607
2659,415,512
2660,30,37
2661,419,517
2662,352,434
2663,111,136
2664,64,78
2665,260,320
2666,202,249
2667,105,129
2668,381,469
2669,28,34
2670,26,32
2671,351,432
2672,44,54
2673,281,346
2674,66,81
2675,378,465
2676,115,141
2677,233,287
2678,66,81
2679,354,436
2680,495,609
2681,96,118
2682,145,178
2683,93,114
2684,163,200
2685,77,94
2686,350,430
2687,437,538
2688,190,233
2689,366,450
2690,40,49
2691,221,272
2692,250,307
2693,325,399
2694,238,292
2695,430,529
2696,388,477
2697,479,589
2698,263,323
2699,290,356
2700,428,526
2701,74,91
2702,102,125
2703,488,600
2704,474,582
2705,363,446
2706,243,298
2707,26,31
2708,411,505
2709,456,560
2710,192,235
2711,393,482
2712,224,275
2713,270,331
2714,85,104
2715,258,316
2716,61,74
2717,189,232
2718,313,384
2719,29,35
2720,385,472
2721,361,443
2722,129,158
2723,160,196
2724,52,63
2725,346,424
2726,287,352
2727,212,260
2728,81,99
2729,73,89
2730,139,170
2731,282,345
2732,452,554
2733,473,580
2734,462,566
2735,225,275
2736,13,15
2737,160,196
2738,499,611
2739,101,123
2740,268,328
2741,180,220
2742,214,262
2743,115,140
2744,345,422
2745,444,544
2746,201,246
2747,262,321
2748,442,541
2749,444,543
2750,267,327
2751,32,39
2752,209,255
2753,494,605
2754,34,41
2755,444,543
2756,253,309
2757,177,216
2758,111,135
2759,318,389
2760,225,275
2761,497,608
2762,378,462
2763,43,52
2764,207,253
2765,488,597
2766,200,244
2767,290,354
2768,395,483
2769,266,325
2770,69,84
2771,231,282
2772,169,206
2773,26,31
2774,420,513
2775,113,138
2776,454,554
2777,96,117
2778,371,453
2779,311,380
2780,432,527
2781,93,113
2782,440,537
2783,272,332
2784,112,136
2785,324,395
2786,102,124
2787,103,125
2788,315,384
2789,403,492
2790,489,597
2791,351,428
2792,218,266
2793,408,498
2794,89,108
2795,253,308
2796,318,388
2797,180,219
2798,327,399
2799,359,438
2800,143,174
2801,67,81
2802,143,174
2803,459,559
2804,265,323
2805,357,435
2806,446,543
2807,116,141
2808,16,19
2809,37,45
2810,198,241
2811,473,576
2812,154,187
2813,24,29
2814,297,361
2815,485,590
2816,143,174
2817,277,337
2818,169,205
2819,181,220
2820,239,291
2821,51,62
2822,182,221
2823,397,483
2824,355,432
2825,92,112
2826,378,460
2827,462,562
2828,256,311
2829,319,388
2830,35,42
2831,23,27
2832,37,45
2833,348,423
2834,420,510
2835,56,68
2836,176,214
2837,242,294
2838,183,222
2839,382,464
2840,208,252
2841,257,312
2842,452,549
2843,103,125
2844,211,256
2845,188,228
2846,113,137
2847,492,597
2848,112,136
2849,33,40
2850,112,136
2851,348,422
2852,277,336
2853,266,323
2854,50,60
2855,362,439
2856,302,366
2857,133,161
2858,171,207
2859,150,182
2860,320,388
2861,403,489
2862,364,441
2863,247,299
2864,108,131
2865,446,541
2866,403,489
2867,154,186
2868,412,499
2869,12,14
2870,388,470
2871,48,58
2872,114,138
2873,281,340
2874,393,476
2875,401,486
2876,417,505
2877,123,149
2878,322,390
2879,474,574
2880,191,231
2881,198,239
2882,207,250
2883,360,436
2884,252,305
2885,427,517
2886,167,202
2887,319,386
2888,344,416
2889,468,566
2890,329,398
2891,57,69
2892,479,579
2893,317,383
2894,317,383
2895,325,393
2896,129,156
2897,55,66
2898,353,427
2899,181,219
2900,20,24
2901,440,532
2902,71,85
2903,133,160
2904,144,174
2905,405,489
2906,298,360
2907,223,269
2908,394,476
2909,23,27
2910,421,508
2911,488,589
2912,457,552
2913,429,518
2914,164,198
2915,424,512
2916,106,128
2917,166,200
2918,70,84
2919,393,474
2920,47,56
2921,387,467
2922,187,225
2923,227,274
2924,190,229
2925,456,550
2926,198,239
2927,394,475
2928,124,149
2929,65,78
2930,417,503
2931,328,395
2932,462,557
2933,344,415
2934,325,392
2935,178,214
2936,256,308
2937,46,55
2938,141,170
2939,122,147
2940,417,502
2941,276,332
2942,172,207
2943,272,327
2944,264,318
2945,163,196
2946,412,496
2947,57,68
2948,429,517
2949,455,548
2950,304,366
2951,50,60
2952,363,437
2953,364,438
2954,314,378
2955,287,345
2956,86,103
2957,337,405
2958,182,219
2959,394,474
2960,80,96
2961,323,388
2962,96,115
2963,40,48
2964,358,430
2965,473,569
2966,72,86
2967,139,167
2968,410,493
2969,236,283
2970,278,334
2971,175,210
2972,345,414
2973,463,556
2974,446,536
2975,105,126
2976,396,476
2977,360,432
2978,76,91
2979,202,242
2980,143,171
2981,446,536
2982,280,336
2983,301,361
2984,388,466
2985,13,15
2986,373,448
2987,59,70
2988,476,571
2989,352,422
2990,188,225
2991,318,381
2992,114,136
2993,393,471
2994,465,558
2995,299,358
2996,348,417
2997,403,483
2998,232,278
2999,419,502
3000,378,453
3001,482,578
3002,74,88
3003,484,580
3004,148,177
3005,336,403
3006,276,331
3007,73,87
3008,477,572
3009,183,219
3010,76,91
3011,413,495
3012,497,595
3013,364,436
3014,218,261
3015,489,586
3016,150,179
3017,78,93
3018,409,490
3019,396,474
3020,143,171
3021,487,583
3022,419,501
3023,237,283
3024,35,41
3025,75,89
3026,244,292
3027,52,62
3028,205,245
3029,130,155
3030,289,345
3031,351,420
3032,203,242
3033,103,123
3034,482,576
3035,412,492
3036,268,320
3037,71,84
3038,119,142
3039,301,360
3040,16,19
3041,100,119
3042,459,548
3043,381,455
3044,408,487
3045,446,533
3046,494,590
3047,416,497
3048,250,298
3049,187,223
3050,40,47
3051,196,234
3052,468,559
3053,323,385
3054,141,168
3055,21,25
3056,71,84
3057,292,348
3058,399,476
3059,444,530
3060,493,588
3061,344,410
3062,13,15
3063,160,190
3064,446,532
3065,387,461
3066,411,490
3067,282,336
3068,126,150
3069,484,577
3070,101,120
3071,486,579
3072,53,63
3073,419,499
3074,305,363
3075,252,300
3076,140,166
3077,142,169
3078,384,457
3079,335,399
3080,445,530
3081,199,237
3082,258,307
3083,335,399
3084,104,123
3085,70,83
3086,257,306
3087,460,547
3088,350,416
3089,158,188
3090,307,365
3091,145,172
3092,256,304
3093,420,500
3094,138,164
3095,116,138
3096,435,517
3097,399,474
3098,171,203
3099,238,283
3100,37,44
3101,161,191
3102,142,168
3103,94,111
3104,320,380
3105,480,570
3106,228,271
3107,142,168
3108,303,360
3109,161,191
3110,271,322
3111,451,536
3112,36,42
3113,42,49
3114,404,480
3115,430,511
3116,471,559
3117,319,379
3118,342,406
3119,487,578
3120,48,57
3121,133,157
3122,134,159
3123,48,57
3124,444,527
3125,460,546
3126,84,99
3127,293,347
3128,151,179
3129,101,119
3130,55,65
3131,91,108
3132,402,477
3133,202,239
3134,313,371
3135,301,357
3136,17,20
3137,464,550
3138,66,78
3139,498,590
3140,341,404
3141,84,99
3142,17,20
3143,64,75
3144,362,429
3145,314,372
3146,392,464
3147,452,535
3148,60,71
3149,428,507
3150,255,302
3151,245,290
3152,437,517
3153,27,31
3154,458,542
3155,15,17
3156,340,402
3157,342,405
3158,212,251
3159,270,319
3160,28,33
3161,498,589
3162,90,106
3163,163,192
3164,363,429
3165,41,48
3166,326,385
3167,92,108
3168,54,63
3169,104,123
3170,36,42
3171,370,437
3172,274,324
3173,28,33
3174,259,306
3175,278,328
3176,146,172
3177,297,351
3178,187,221
3179,94,111
3180,314,371
3181,352,416
3182,358,423
3183,273,322
3184,13,15
3185,229,270
3186,273,322
3187,153,180
3188,281,331
3189,133,157
3190,144,170
3191,431,508
3192,212,250
3193,292,344
3194,390,460
3195,76,89
3196,107,126
3197,409,482
3198,151,178
3199,378,446
3200,347,409
3201,312,368
3202,138,162
3203,215,253
3204,44,51
3205,307,362
3206,292,344
3207,421,496
3208,134,158
3209,111,130
3210,24,28
3211,447,526
3212,418,492
3213,351,413
3214,262,308
3215,155,182
3216,118,139
3217,19,22
3218,119,140
3219,279,328
3220,309,364
3221,256,301
3222,342,402
3223,271,319
3224,177,208
3225,362,426
3226,17,20
3227,431,507
3228,185,217
3229,315,370
3230,28,32
3231,215,253
3232,422,496
3233,15,17
3234,255,300
3235,191,224
3236,494,581
3237,472,555
3238,230,270
3239,167,196
3240,389,457
3241,339,398
3242,240,282
3243,295,346
3244,191,224
3245,206,242
3246,280,329
3247,384,451
3248,484,568
3249,440,517
3250,489,574
3251,408,479
3252,231,271
3253,33,38
3254,399,468
3255,94,110
3256,340,399
3257,112,131
3258,251,294
3259,472,554
3260,333,390
3261,58,68
3262,121,142
3263,446,523
3264,213,249
3265,148,173
3266,185,217
3267,264,309
3268,235,275
3269,107,125
3270,227,266
3271,414,485
3272,230,269
3273,294,344
3274,237,277
3275,158,185
3276,23,26
3277,161,188
3278,21,24
3279,20,23
3280,165,193
3281,63,73
3282,12,14
3283,189,221
3284,393,460
3285,235,275
3286,155,181
3287,263,308
3288,431,504
3289,198,231
3290,289,338
3291,347,406
3292,420,491
3293,347,406
3294,51,59
3295,76,88
3296,427,499
3297,464,543
3298,247,289
3299,399,466
3300,84,98
3301,16,18
3302,352,411
3303,153,178
3304,158,184
3305,128,149
3306,64,74
3307,129,150
3308,472,551
3309,275,321
3310,220,257
3311,138,161
3312,40,46
3313,287,335
3314,303,354
3315,185,216
3316,35,40
3317,335,391
3318,483,564
3319,237,276
3320,477,557
3321,115,134
3322,128,149
3323,214,249
3324,432,504
3325,169,197
3326,129,150
3327,353,412
3328,354,413
3329,435,507
3330,291,339
3331,124,144
3332,224,261
3333,383,446
3334,468,545
3335,231,269
3336,15,17
3337,329,383
3338,452,527
3339,140,163
3340,119,138
3341,310,361
3342,375,437
3343,389,453
3344,221,257
3345,193,224
3346,359,418
3347,397,462
3348,476,554
3349,22,25
3350,59,68
3351,67,78
3352,344,400
3353,423,492
3354,362,421
3355,381,443
3356,492,572
3357,449,522
3358,274,318
3359,181,210
3360,180,209
3361,427,496
3362,233,271
3363,162,188
3364,488,567
3365,51,59
3366,496,577
3367,210,244
3368,14,16
3369,487,566
3370,362,421
3371,128,148
3372,446,518
3373,365,424
3374,332,385
3375,435,505
3376,435,505
3377,481,559
3378,42,48
3379,34,39
3380,376,436
3381,69,80
3382,183,212
3383,114,132
3384,479,556
3385,319,370
3386,303,351
3387,220,255
3388,286,332
3389,222,257
3390,269,312
3391,493,572
3392,484,561
3393,37,42
3394,170,197
3395,86,99
3396,22,25
3397,146,169
3398,498,577
3399,244,283
3400,209,242
3401,28,32
3402,232,269
3403,246,285
3404,434,503
3405,424,491
3406,359,416
3407,89,103
3408,164,190
3409,274,317
3410,456,528
3411,368,426
3412,205,237
3413,346,400
3414,21,24
3415,223,258
3416,280,324
3417,423,489
3418,463,536
3419,323,374
3420,386,446
3421,274,317
3422,67,77
3423,356,412
3424,285,329
3425,403,466
3426,405,468
3427,246,284
3428,249,288
3429,178,205
3430,57,65
3431,257,297
3432,298,344
3433,303,350
3434,144,166
3435,341,394
3436,425,491
3437,466,538
3438,324,374
3439,318,367
3440,84,97
3441,110,127
3442,179,206
3443,432,499
3444,100,115
3445,51,58
3446,305,352
3447,88,101
3448,445,514
3449,402,464
3450,88,101
3451,351,405
3452,266,307
3453,454,524
3454,243,280
3455,206,237
3456,301,347
3457,155,178
3458,115,132
3459,487,562
3460,483,557
3461,435,501
3462,270,311
3463,349,402
3464,86,99
3465,434,500
3466,259,298
3467,314,362
3468,302,348
3469,370,426
3470,279,321
3471,251,289
3472,197,227
3473,410,472
3474,45,51
3475,120,138
3476,23,26
3477,418,481
3478,151,173
3479,126,145
3480,110,126
3481,271,312
3482,374,430
3483,25,28
3484,411,473
3485,360,414
3486,491,565
3487,98,112
3488,285,328
3489,325,374
3490,186,214
3491,193,222
3492,423,486
3493,216,248
3494,28,32
3495,115,132
3496,274,315
3497,49,56
3498,138,158
3499,149,171
3500,169,194
3501,322,370
3502,447,513
3503,156,179
3504,327,375
3505,364,418
3506,347,398
3507,496,570
3508,437,502
3509,436,501
3510,315,361
3511,216,248
3512,488,560
3513,314,360
3514,465,534
3515,430,493
3516,108,124
3517,291,334
3518,196,225
3519,213,244
3520,366,420
3521,220,252
3522,369,423
3523,50,57
3524,220,252
3525,276,316
3526,148,169
3527,91,104
3528,231,265
3529,76,87
3530,304,348
3531,263,301
3532,456,522
3533,49,56
3534,99,113
3535,351,402
3536,452,518
3537,104,119
3538,395,452
3539,369,422
3540,361,413
3541,489,560
3542,406,465
3543,93,106
3544,474,543
3545,343,392
3546,365,418
3547,436,499
3548,63,72
3549,157,179
3550,261,298
3551,324,370
3552,297,340
3553,218,249
3554,210,240
3555,458,524
3556,477,545
3557,300,343
3558,36,41
3559,250,286
3560,357,408
3561,119,136
3562,388,443
3563,177,202
3564,275,314
3565,351,401
3566,449,513
3567,10,11
3568,181,206
3569,57,65
3570,418,477
3571,327,373
3572,353,403
3573,451,515
3574,102,116
3575,123,140
3576,367,419
3577,468,534
3578,10,11
3579,169,193
3580,346,395
3581,429,489
3582,373,425
3583,358,408
3584,450,513
3585,113,128
3586,479,546
3587,233,265
3588,473,539
3589,476,543
3590,258,294
3591,103,117
3592,253,288
3593,243,277
3594,105,119
3595,118,134
3596,160,182
3597,48,54
3598,92,104
3599,472,538
3600,107,121
3601,115,131
3602,476,542
3603,365,415
3604,46,52
3605,114,129
3606,373,424
3607,111,126
3608,184,209
3609,379,431
3610,306,348
3611,103,117
3612,308,350
3613,217,247
3614,256,291
3615,348,396
3616,166,188
3617,161,183
3618,43,48
3619,219,249
3620,274,311
3621,120,136
3622,252,286
3623,156,177
3624,214,243
3625,431,490
3626,99,112
3627,169,192
3628,222,252
3629,354,402
3630,497,565
3631,448,509
3632,345,392
3633,301,342
3634,412,468
3635,56,63
3636,460,522
3637,388,440
3638,207,235
3639,167,189
3640,212,240
3641,94,106
3642,381,432
3643,288,327
3644,252,286
3645,486,551
3646,214,242
3647,79,89
3648,174,197
3649,195,221
3650,211,239
3651,362,410
3652,148,167
3653,150,170
3654,88,99
3655,261,296
3656,255,289
3657,369,418
3658,457,518
3659,400,453
3660,311,352
3661,88,99
3662,103,116
3663,487,552
3664,239,270
3665,204,231
3666,247,279
3667,137,155
3668,381,431
3669,304,344
3670,362,410
3671,325,368
3672,115,130
3673,35,39
3674,197,223
3675,176,199
3676,57,64
3677,447,506
3678,457,517
3679,245,277
3680,144,163
3681,210,237
3682,449,508
3683,324,366
3684,481,544
3685,269,304
3686,307,347
3687,294,332
3688,300,339
3689,21,23
3690,268,303
3691,348,393
3692,251,283
3693,221,249
3694,294,332
3695,258,291
3696,293,331
3697,259,292
3698,421,475
3699,74,83
3700,301,340
3701,471,532
3702,269,303
3703,274,309
3704,419,473
3705,23,25
3706,456,515
3707,317,357
3708,224,252
3709,333,375
3710,129,145
3711,142,160
3712,115,129
3713,42,47
3714,88,99
3715,304,343
3716,183,206
3717,343,387
3718,306,345
3719,238,268
3720,74,83
3721,458,516
3722,132,148
3723,122,137
3724,495,558
3725,218,245
3726,468,527
3727,290,326
3728,249,280
3729,68,76
3730,264,297
3731,170,191
3732,259,291
3733,250,281
3734,394,443
3735,30,33
3736,136,153
3737,19,21
3738,86,96
3739,382,430
3740,149,167
3741,127,142
3742,455,512
3743,138,155
3744,287,323
3745,291,327
3746,463,521
3747,59,66
3748,55,61
3749,315,354
3750,415,466
3751,410,461
3752,128,143
3753,333,374
3754,265,298
3755,246,276
3756,65,73
3757,47,52
3758,185,207
3759,191,214
3760,147,165
3761,395,443
3762,471,529
3763,26,29
3764,498,559
3765,302,339
3766,147,165
3767,119,133
3768,57,64
3769,361,405
3770,36,40
3771,172,193
3772,136,152
3773,235,263
3774,92,103
3775,442,496
3776,182,204
3777,472,529
3778,114,127
3779,332,372
3780,356,399
3781,28,31
3782,121,135
3783,327,366
3784,35,39
3785,365,409
3786,155,173
3787,19,21
3788,495,554
3789,286,320
3790,135,151
3791,375,420
3792,461,516
3793,384,430
3794,321,359
3795,243,272
3796,49,54
3797,417,467
3798,101,113
3799,217,243
3800,270,302
3801,345,386
3802,256,286
3803,118,132
3804,286,320
3805,182,203
3806,225,251
3807,387,433
3808,196,219
3809,332,371
3810,311,348
3811,435,486
3812,376,420
3813,210,234
3814,85,95
3815,238,266
3816,295,329
3817,34,38
3818,194,216
3819,29,32
3820,386,431
3821,41,45
3822,152,169
3823,474,529
3824,481,537
3825,443,495
3826,385,430
3827,153,170
3828,53,59
3829,321,358
3830,355,396
3831,54,60
3832,98,109
3833,329,367
3834,331,369
3835,385,429
3836,327,365
3837,20,22
3838,443,494
3839,40,44
3840,119,132
3841,497,554
3842,260,290
3843,120,133
3844,373,416
3845,467,520
3846,311,346
3847,46,51
3848,284,316
3849,77,85
3850,456,508
3851,112,124
3852,234,260
3853,88,98
3854,76,84
3855,129,143
3856,334,372
3857,211,235
3858,438,488
3859,39,43
3860,117,130
3861,485,540
3862,332,369
3863,90,100
3864,38,42
3865,379,422
3866,122,135
3867,270,300
3868,156,173
3869,482,536
3870,184,204
3871,107,119
3872,199,221
3873,92,102
3874,413,459
3875,349,388
3876,107,119
3877,40,44
3878,320,355
3879,207,230
3880,187,207
3881,385,428
3882,464,515
3883,368,409
3884,333,370
3885,79,87
3886,232,257
3887,404,448
3888,267,296
3889,81,89
3890,69,76
3891,74,82
3892,118,131
3893,310,344
3894,342,379
3895,328,364
3896,92,102
3897,10,11
3898,284,315
3899,306,339
3900,118,130
3901,117,129
3902,13,14
3903,252,279
3904,412,457
3905,71,78
3906,153,169
3907,179,198
3908,238,263
3909,355,393
3910,257,285
3911,239,265
3912,215,238
3913,313,347
3914,222,246
3915,165,182
3916,193,213
3917,462,512
3918,217,240
3919,358,396
3920,494,547
3921,461,510
3922,197,218
3923,211,233
3924,237,262
3925,444,491
3926,169,187
3927,355,393
3928,472,522
3929,99,109
3930,448,495
3931,100,110
3932,264,292
3933,48,53
3934,145,160
3935,118,130
3936,410,453
3937,194,214
3938,479,529
3939,477,527
3940,466,515
3941,208,230
3942,122,134
3943,435,480
3944,197,217
3945,317,350
3946,309,341
3947,438,484
3948,409,452
3949,419,463
3950,284,313
3951,321,354
3952,71,78
3953,80,88
3954,462,510
3955,314,346
3956,300,331
3957,152,167
3958,474,523
3959,87,96
3960,354,390
3961,48,52
3962,38,41
3963,462,509
3964,390,430
3965,262,289
3966,425,468
3967,318,350
3968,460,507
3969,178,196
3970,193,212
3971,163,179
3972,22,24
3973,359,395
3974,370,407
3975,252,277
3976,155,170
3977,434,478
3978,175,192
3979,312,343
3980,228,251
3981,278,306
3982,141,155
3983,382,420
3984,482,530
3985,84,92
3986,337,371
3987,497,547
3988,362,398
3989,103,113
3990,336,369
3991,302,332
3992,457,503
3993,40,44
3994,365,401
3995,322,354
3996,342,376
3997,423,465
3998,439,482
3999,139,152
4000,37,40
4001,39,42
4002,222,244
4003,99,108
4004,335,368
4005,132,145
4006,296,325
4007,151,165
4008,474,521
4009,394,433
4010,432,474
4011,119,130
4012,460,505
4013,118,129
4014,200,219
4015,284,311
4016,216,237
4017,415,455
4018,158,173
4019,355,389
4020,498,546
4021,260,285
4022,200,219
4023,374,410
4024,480,526
4025,197,216
4026,497,545
4027,168,184
4028,225,246
4029,491,538
4030,168,184
4031,380,416
4032,305,334
4033,268,293
4034,306,335
4035,299,327
4036,286,313
4037,65,71
4038,85,93
4039,424,464
4040,356,390
4041,25,27
4042,228,249
4043,177,193
4044,99,108
4045,129,141
4046,413,452
4047,32,35
4048,69,75
4049,147,160
4050,220,240
4051,377,412
4052,398,435
4053,331,362
4054,34,37
4055,134,146
4056,153,167
4057,270,295
4058,45,49
4059,126,137
4060,411,449
4061,321,351
4062,267,292
4063,298,325
4064,387,423
4065,189,206
4066,138,150
4067,32,34
4068,332,362
4069,466,509
4070,186,203
4071,184,201
4072,369,403
4073,246,268
4074,76,83
4075,43,46
4076,228,249
4077,176,192
4078,480,524
4079,100,109
4080,85,92
4081,355,387
4082,221,241
4083,184,200
4084,451,492
4085,220,240
4086,479,522
4087,278,303
4088,162,176
4089,340,370
4090,182,198
4091,491,535
4092,39,42
4093,169,184
4094,322,351
4095,418,455
4096,401,437
4097,163,177
4098,156,170
4099,285,310
4100,244,265
4101,93,101
4102,450,490
4103,399,434
4104,338,368
4105,84,91
4106,351,382
4107,226,246
4108,429,467
4109,78,84
4110,454,494
4111,304,331
4112,359,390
4113,359,390
4114,306,333
4115,369,401
4116,72,78
4117,186,202
4118,208,226
4119,315,342
4120,281,305
4121,341,370
4122,243,264
4123,191,207
4124,324,352
4125,114,123
4126,409,444
